UID,CSQ,IMEI,CCID,VGSM,SLEEP CURRENT,CHARGING CURRENT,CHARGE STATUS,CHARGER,ACCELEROMETER ID,ACCELEROMETER TYPE,S/N,VCMU,INPUT CURRENT
36820, 28, 86486605389362, 8991450900625795645, 4.107 V, 32.23 uA, 424.805 mA,  CHARGING,  CONNECTED,51,ST, 1226, 3.25 V, 1.61 mA,
36819, 31, 86486605389451, 8991450900625795645, 4.137 V, 43.95 uA, 205.078 mA,  CHARGING,  CONNECTED,51,ST, 1225, 3.24 V, 1.63 mA,
36818, 30, 86486605389424, 8991450900625795645, 4.100 V, 43.95 uA, 219.727 mA,  CHARGING,  CONNECTED,51,ST, 1223, 3.24 V, 1.58 mA,
36817, 28, 86486605389722, 8991450900625795645, 4.066 V, 48.34 uA, 292.969 mA,  CHARGING,  CONNECTED,51,ST, 1224, 3.24 V, 1.59 mA,
36816, 28, 86486605389684, 8991450900625795645, 4.116 V, 43.95 uA, 205.078 mA,  CHARGING,  CONNECTED,51,ST, 1222, 3.25 V, 1.61 mA,
36814, 27, 86486605389421, 8991450900625795645, 4.166 V, 41.02 uA, 249.023 mA,  CHARGING,  CONNECTED,51,ST, 1218, 3.24 V, 1.58 mA,
36813, 28, 86486605389124, 8991450900625795645, 4.083 V, 42.48 uA, 175.781 mA,  CHARGING,  CONNECTED,51,ST, 1220, 3.25 V, 1.67 mA,
36812, 27, 86486605389192, 8991450900625795645, 4.078 V, 41.02 uA, 175.781 mA,  CHARGING,  CONNECTED,51,ST, 1219, 3.24 V, 1.55 mA,
36811, 28, 86486605389266, 8991450900625795645, 4.088 V, 48.34 uA, 292.969 mA,  CHARGING,  CONNECTED,51,ST, 1217, 3.24 V, 1.60 mA,
36809, 31, 86486605501914, 8991450900625795645, 4.088 V, 42.48 uA, 219.727 mA,  CHARGING,  CONNECTED,51,ST, 1215, 3.24 V, 1.66 mA,
36808, 30, 86486605389070, 8991450900625795645, 4.096 V, 42.48 uA, 234.375 mA,  CHARGING,  CONNECTED,51,ST, 1214, 3.24 V, 1.62 mA,
36807, 28, 86486605500746, 8991450900625795645, 4.107 V, 43.95 uA, 102.539 mA,  CHARGING,  CONNECTED,51,ST, 1213, 3.24 V, 1.59 mA,
36806, 31, 86486605389138, 8991450900625795645, 4.087 V, 43.95 uA, 190.430 mA,  CHARGING,  CONNECTED,51,ST, 1207, 3.25 V, 1.56 mA,
36805, 31, 86486605389247, 8991450900625795645, 4.091 V, 39.55 uA, 146.484 mA,  CHARGING,  CONNECTED,51,ST, 1211, 3.25 V, 1.54 mA,
36804, 28, 86486605500882, 8991450900625795645, 4.097 V, 46.88 uA, 439.453 mA,  CHARGING,  CONNECTED,51,ST, 1210, 3.24 V, 1.70 mA,
36803, 31, 86486605500741, 8991450900625795645, 4.099 V, 43.95 uA, 263.672 mA,  CHARGING,  CONNECTED,51,ST, 1209, 3.24 V, 1.59 mA,
36802, 27, 86486605500827, 8991450900625795645, 4.066 V, 46.88 uA, 102.539 mA,  CHARGING,  CONNECTED,51,ST, 1208, 3.25 V, 1.69 mA,
36801, 31, 86486605389166, 8991450900625795645, 4.109 V, 30.76 uA, 131.836 mA,  CHARGING,  CONNECTED,51,ST, 1206, 3.25 V, 1.64 mA,
36799, 28, 86486605432953, 8991450900625795645, 4.058 V, 42.48 uA, 234.375 mA,  CHARGING,  CONNECTED,51,ST, 1205, 3.24 V, 1.57 mA,
36798, 26, 86486605389232, 8991450900625795645, 4.138 V, 43.95 uA, 336.914 mA,  CHARGING,  CONNECTED,51,ST, 1203, 3.24 V, 1.52 mA,
36797, 28, 86486605434048, 8991450900625795645, 4.094 V, 38.09 uA, 205.078 mA,  CHARGING,  CONNECTED,51,ST, 1202, 3.24 V, 1.57 mA,
36796, 28, 86486605389176, 8991450900625795645, 4.094 V, 43.95 uA, 336.914 mA,  CHARGING,  CONNECTED,51,ST, 1201, 3.24 V, 1.57 mA,
36795, 31, 86486605389787, 8991450900625795645, 4.068 V, 45.41 uA, 249.023 mA,  CHARGING,  CONNECTED,51,ST, 1200, 3.24 V, 1.53 mA,
36794, 31, 86486605389804, 8991450900625795645, 4.109 V, 45.41 uA, 278.320 mA,  CHARGING,  CONNECTED,51,ST, 1199, 3.24 V, 1.52 mA,
36793, 21, 86486605389749, 8991450900625795645, 4.075 V, 41.02 uA, 249.023 mA,  CHARGING,  CONNECTED,51,ST, 1198, 3.24 V, 1.51 mA,
36792, 31, 86486605389610, 8991450900625795644, 4.072 V, 45.41 uA, 219.727 mA,  CHARGING,  CONNECTED,51,ST, 1197, 3.24 V, 1.63 mA,
36800, 31, 86486605433945, 8991450900625795644, 4.113 V, 21.97 uA, 483.398 mA,  CHARGING,  CONNECTED,51,ST, 1204, 3.26 V, 1.50 mA,
36815, 31, 86486605389413, 8991450900625795644, 3.892 V, 21.97 uA, 249.023 mA,  CHARGING,  CONNECTED,51,ST, 1221, 3.25 V, 1.57 mA,
36810, 30, 86486605389055, 8991450900625795644, 4.102 V, 20.51 uA, 278.320 mA,  CHARGING,  CONNECTED,51,ST, 1216, 3.26 V, 1.58 mA,
36852, 29, 86486605434245, 8991450900625795645, 4.052 V, 43.95 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 1260, 3.24 V, 1.66 mA,
36851, 31, 86486605433061, 8991450900625795645, 4.063 V, 46.88 uA, 249.023 mA,  CHARGING,  CONNECTED,51,ST, 1257, 3.24 V, 1.52 mA,
36849, 31, 86486605433935, 8991450900625795645, 4.102 V, 45.41 uA, 395.508 mA,  CHARGING,  CONNECTED,51,ST, 1258, 3.24 V, 1.62 mA,
36847, 31, 86486605433553, 8991450900625795645, 4.109 V, 43.95 uA, 366.211 mA,  CHARGING,  CONNECTED,51,ST, 1255, 3.24 V, 1.63 mA,
36846, 31, 86486605388996, 8991450900625795645, 4.099 V, 43.95 uA, 424.805 mA,  CHARGING,  CONNECTED,51,ST, 1254, 3.24 V, 1.68 mA,
36845, 30, 86486605388976, 8991450900625795645, 4.081 V, 43.95 uA, 249.023 mA,  CHARGING,  CONNECTED,51,ST, 1253, 3.24 V, 1.58 mA,
36844, 31, 86486605389563, 8991450900625795645, 4.037 V, 42.48 uA, 307.617 mA,  CHARGING,  CONNECTED,51,ST, 1252, 3.24 V, 1.57 mA,
36843, 28, 86486605389550, 8991450900625795645, 4.065 V, 43.95 uA, 278.320 mA,  CHARGING,  CONNECTED,51,ST, 1251, 3.24 V, 1.60 mA,
36842, 28, 86486605389825, 8991450900625795645, 4.128 V, 45.41 uA, 249.023 mA,  CHARGING,  CONNECTED,51,ST, 1250, 3.24 V, 1.50 mA,
36840, 28, 86486605389816, 8991450900625795645, 4.075 V, 49.80 uA, 263.672 mA,  CHARGING,  CONNECTED,51,ST, 1249, 3.24 V, 1.61 mA,
36839, 29, 86486605389842, 8991450900625795645, 4.069 V, 46.88 uA, 175.781 mA,  CHARGING,  CONNECTED,51,ST, 1247, 3.24 V, 1.58 mA,
36837, 30, 86486605389728, 8991450900625795645, 4.069 V, 41.02 uA, 351.563 mA,  CHARGING,  CONNECTED,51,ST, 1245, 3.25 V, 1.53 mA,
36835, 28, 86486605389634, 8991450900625795645, 4.102 V, 39.55 uA, 278.320 mA,  CHARGING,  CONNECTED,51,ST, 1242, 3.24 V, 1.56 mA,
36834, 30, 86486605389304, 8991450900625795645, 4.100 V, 43.95 uA, 249.023 mA,  CHARGING,  CONNECTED,51,ST, 1240, 3.24 V, 1.62 mA,
36833, 29, 86486605389859, 8991450900625795645, 4.088 V, 45.41 uA, 292.969 mA,  CHARGING,  CONNECTED,51,ST, 1239, 3.24 V, 1.56 mA,
36832, 24, 86486605389549, 8991450900625795645, 4.083 V, 33.69 uA, 263.672 mA,  CHARGING,  CONNECTED,51,ST, 1238, 3.25 V, 1.52 mA,
36831, 31, 86486605434141, 8991450900625795645, 4.058 V, 45.41 uA, 234.375 mA,  CHARGING,  CONNECTED,51,ST, 1237, 3.24 V, 1.56 mA,
36830, 30, 86486605389123, 8991450900625795645, 4.069 V, 46.88 uA, 205.078 mA,  CHARGING,  CONNECTED,51,ST, 1236, 3.25 V, 1.46 mA,
36829, 28, 86486605389417, 8991450900625795645, 4.097 V, 43.95 uA, 351.563 mA,  CHARGING,  CONNECTED,51,ST, 1235, 3.25 V, 1.46 mA,
36841, 28, 86486605389148, 8991450900625795644, 3.681 V, 20.51 uA, 498.047 mA,  CHARGING,  CONNECTED,51,ST, 1248, 3.26 V, 1.57 mA,
36838, 31, 86486605389145, 8991450900625795644, 3.747 V, 21.97 uA, 366.211 mA,  CHARGING,  CONNECTED,51,ST, 1246, 3.25 V, 1.51 mA,
36836, 31, 86486605389807, 8991450900625795644, 3.896 V, 48.34 uA, 541.992 mA,  CHARGING,  CONNECTED,51,ST, 1243, 3.25 V, 1.66 mA,
36848, 31, 86486605433947, 8991450900625795644, 4.138 V, 21.97 uA, 249.023 mA,  CHARGING,  CONNECTED,51,ST, 1256, 3.25 V, 1.50 mA,
36850, 31, 86486605433741, 8991450900625795644, 4.093 V, 36.62 uA, 468.750 mA,  CHARGING,  CONNECTED,51,ST, 1259, 3.25 V, 1.58 mA,
36853, 31, 86486605722287, 8991450900625795645, 4.104 V, 21.97 uA, 439.453 mA,  CHARGING,  CONNECTED,51,ST, 1261, 3.25 V, 1.58 mA,
36854, 27, 86486605389346, 8991450900625795644, 4.069 V, 42.48 uA, 219.727 mA,  CHARGING,  CONNECTED,51,ST, 1263, 3.24 V, 1.56 mA,
36855, 31, 86486605389765, 8991450900625795644, 4.080 V, 42.48 uA, 351.563 mA,  CHARGING,  CONNECTED,51,ST, 1262, 3.25 V, 1.71 mA,
36860, 31, 86486605434201, 8991450900625795644, 4.093 V, 43.95 uA, 234.375 mA,  CHARGING,  CONNECTED,51,ST, 1268, 3.25 V, 1.57 mA,
36859, 31, 86486605433011, 8991450900625795644, 4.061 V, 43.95 uA, 278.320 mA,  CHARGING,  CONNECTED,51,ST, 1267, 3.25 V, 1.65 mA,
36858, 31, 86486605432864, 8991450900625795644, 4.078 V, 42.48 uA, 454.102 mA,  CHARGING,  CONNECTED,51,ST, 1266, 3.24 V, 1.51 mA,
36857, 31, 86486605433669, 8991450900625795644, 4.083 V, 43.95 uA, 234.375 mA,  CHARGING,  CONNECTED,51,ST, 1265, 3.24 V, 1.56 mA,
36856, 30, 86486605433877, 8991450900625795644, 4.061 V, 42.48 uA, 307.617 mA,  CHARGING,  CONNECTED,51,ST, 1264, 3.24 V, 1.61 mA,
36862, 25, 86486605389409, 8991450900625795644, 4.069 V, 45.41 uA, 249.023 mA,  CHARGING,  CONNECTED,51,ST, 1271, 3.24 V, 1.59 mA,
36861, 31, 86486605433078, 8991450900625795644, 4.096 V, 45.41 uA, 73.242 mA,  CHARGING,  CONNECTED,51,ST, 1269, 3.24 V, 1.53 mA,
36864, 31, 86486605389821, 8991450900625795645, 4.134 V, 20.51 uA, 336.914 mA,  CHARGING,  CONNECTED,51,ST, 1273, 3.26 V, 1.55 mA,
36872, 29, 86486605389200, 8991450900625795643, 4.081 V, 43.95 uA, 498.047 mA,  CHARGING,  CONNECTED,51,ST, 1280, 3.24 V, 1.67 mA,
36871, 31, 86486605389862, 8991450900625795643, 4.052 V, 45.41 uA, 219.727 mA,  CHARGING,  CONNECTED,51,ST, 1278, 3.25 V, 1.70 mA,
36870, 31, 86486605389783, 8991450900625795643, 4.090 V, 45.41 uA, 205.078 mA,  CHARGING,  CONNECTED,51,ST, 1277, 3.24 V, 1.69 mA,
36869, 31, 86486605389551, 8991450900625795643, 4.087 V, 43.95 uA, 234.375 mA,  CHARGING,  CONNECTED,51,ST, 1274, 3.24 V, 1.63 mA,
36868, 27, 86486605389543, 8991450900625795644, 4.091 V, 20.51 uA, 219.727 mA,  CHARGING,  CONNECTED,51,ST, 1276, 3.24 V, 1.77 mA,
 31, 86486605389543, 8991450900625796307, 4.090 V, 43.95 uA, 468.750 mA,  CHARGING,  CONNECTED,51,ST, 1276, 3.24 V, 1.70 mA,
36867, 31, 86486605389095, 8991450900625796307, 4.078 V, 45.41 uA, 380.859 mA,  CHARGING,  CONNECTED,51,ST, 1275, 3.25 V, 1.55 mA,
36866, 29, 86486605389146, 8991450900625796307, 4.112 V, 45.41 uA, 175.781 mA,  CHARGING,  CONNECTED,51,ST, 1270, 3.24 V, 1.63 mA,
36865, 28, 86486605389562, 8991450900625796307, 4.099 V, 45.41 uA, 175.781 mA,  CHARGING,  CONNECTED,51,ST, 1279, 3.24 V, 1.54 mA,
36863, 31, 86486605389137, 8991450900625796307, 4.074 V, 48.34 uA, 395.508 mA,  CHARGING,  CONNECTED,51,ST, 1272, 3.24 V, 1.74 mA,
36904, 31, 86486605389094, 8991450900625795643, 4.126 V, 43.95 uA, 73.242 mA,  CHARGING,  CONNECTED,51,ST, 1312, 3.24 V, 1.74 mA,
36903, 29, 86486605389053, 8991450900625795643, 4.140 V, 45.41 uA, 351.563 mA,  CHARGING,  CONNECTED,51,ST,, 3.24 V, 1.65 mA,
36902, 31, 86486605389621, 8991450900625795643, 4.157 V, 42.48 uA, 190.430 mA,  CHARGING,  CONNECTED,51,ST, 1310, 3.24 V, 1.64 mA,
36901, 30, 86486605388988, 8991450900625795643, 4.132 V, 43.95 uA, 87.891 mA,  CHARGING,  CONNECTED,51,ST, 1309, 3.24 V, 1.73 mA,
36900, 31, 86486605389216, 8991450900625795643, 4.084 V, 46.88 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 1308, 3.24 V, 1.65 mA,
36899, 22, 86486605389568, 8991450900625795643, 4.047 V, 45.41 uA, 263.672 mA,  CHARGING,  CONNECTED,51,ST, 1307, 3.24 V, 1.61 mA,
36898, 31, 86486605389867, 8991450900625795643, 4.122 V, 42.48 uA, 131.836 mA,  CHARGING,  CONNECTED,51,ST, 1306, 3.24 V, 1.74 mA,
36897, 31, 86486605389754, 8991450900625795643, 4.103 V, 43.95 uA, 351.563 mA,  CHARGING,  CONNECTED,51,ST, 1305, 3.24 V, 1.63 mA,
36896, 31, 86486605389574, 8991450900625795643, 4.125 V, 42.48 uA, 146.484 mA,  CHARGING,  CONNECTED,51,ST, 1304, 3.24 V, 1.60 mA,
36895, 27, 86486605389761, 8991450900625795644, 4.099 V, 46.88 uA, 117.188 mA,  CHARGING,  CONNECTED,51,ST, 1303, 3.24 V, 1.55 mA,
36894, 31, 86486605389594, 8991450900625795644, 4.132 V, 48.34 uA, 73.242 mA,  CHARGING,  CONNECTED,51,ST, 1302, 3.24 V, 1.55 mA,
36893, 31, 86486605389280, 8991450900625795644, 4.137 V, 46.88 uA, 102.539 mA,  CHARGING,  CONNECTED,51,ST, 1301, 3.24 V, 1.74 mA,
36892, 31, 86486605389102, 8991450900625795644, 4.080 V, 45.41 uA, 131.836 mA,  CHARGING,  CONNECTED,51,ST, 1300, 3.24 V, 1.72 mA,
36890, 27, 86486605389005, 8991450900625795645, 4.099 V, 43.95 uA, 87.891 mA,  CHARGING,  CONNECTED,51,ST, 1298, 3.25 V, 1.69 mA,
36888, 29, 86486605389531, 8991450900625795645, 4.017 V, 73.24 uA, 175.781 mA,  CHARGING,  CONNECTED,51,ST, 1297, 3.24 V, 1.60 mA,
36887, 26, 86486605389642, 8991450900625795645, 4.162 V, 43.95 uA, 263.672 mA,  CHARGING,  CONNECTED,51,ST, 1295, 3.24 V, 1.65 mA,
36886, 31, 86486605389089, 8991450900625795645, 4.096 V, 46.88 uA, 146.484 mA,  CHARGING,  CONNECTED,51,ST, 1294, 3.24 V, 1.78 mA,
36885, 27, 86486605389631, 8991450900625795645, 4.122 V, 45.41 uA, 205.078 mA,  CHARGING,  CONNECTED,51,ST, 1293, 3.24 V, 1.61 mA,
36884, 31, 86486605389632, 8991450900625795645, 4.116 V, 43.95 uA, 410.156 mA,  CHARGING,  CONNECTED,51,ST, 1292, 3.25 V, 1.68 mA,
36883, 28, 86486605389639, 8991450900625795645, 4.078 V, 41.02 uA, 322.266 mA,  CHARGING,  CONNECTED,51,ST, 1291, 3.24 V, 1.61 mA,
36882, 29, 86486605389378, 8991450900625795645, 4.128 V, 42.48 uA, 146.484 mA,  CHARGING,  CONNECTED,51,ST, 1290, 3.24 V, 1.70 mA,
36881, 27, 86486605389547, 8991450900625795645, 4.128 V, 45.41 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 1289, 3.24 V, 1.60 mA,
36880, 22, 86486605389448, 8991450900625795645, 4.110 V, 46.88 uA, 87.891 mA,  CHARGING,  CONNECTED,51,ST, 1288, 3.24 V, 1.70 mA,
36878, 31, 86486605389746, 8991450900625795645, 4.116 V, 43.95 uA, 205.078 mA,  CHARGING,  CONNECTED,51,ST, 1287, 3.24 V, 1.77 mA,
36877, 30, 86486605389501, 8991450900625795645, 4.151 V, 45.41 uA, 73.242 mA,  CHARGING,  CONNECTED,51,ST, 1285, 3.25 V, 0.04 mA,
36875, 26, 86486605389820, 8991450900625795645, 4.096 V, 43.95 uA, 292.969 mA,  CHARGING,  CONNECTED,51,ST, 1282, 3.24 V, 1.76 mA,
36874, 30, 86486605389660, 8991450900625795643, 4.131 V, 43.95 uA, 73.242 mA,  CHARGING,  CONNECTED,51,ST, 1283, 3.25 V, 1.63 mA,
36873, 28, 86486605389381, 8991450900625795643, 4.115 V, 45.41 uA, 87.891 mA,  CHARGING,  CONNECTED,51,ST, 1281, 3.24 V, -0.02 mA,
36891, 27, 86486605389109, 8991450900625796307, 3.683 V, 19.04 uA, 278.320 mA,  CHARGING,  CONNECTED,51,ST, 1299, 3.26 V, 1.58 mA,
36889, 30, 86486605389638, 8991450900625796307, 3.683 V, 46.88 uA, 249.023 mA,  CHARGING,  CONNECTED,51,ST, 1296, 3.28 V, 1.64 mA,
36879, 31, 86486605389747, 8991450900625796307, 4.121 V, 21.97 uA, 366.211 mA,  CHARGING,  CONNECTED,51,ST, 1286, 3.26 V, 1.67 mA,
36876, 25, 86486605389374, 8991450900625796307, 3.854 V, 21.97 uA, 512.695 mA,  CHARGING,  CONNECTED,51,ST, 1284, 3.27 V, 1.61 mA,
36924, 31, 86486605389877, 8991450900625795643, 4.129 V, 46.88 uA, 219.727 mA,  CHARGING,  CONNECTED,51,ST, 1334, 3.24 V, 1.58 mA,
36923, 31, 86486605389082, 8991450900625795643, 4.124 V, 45.41 uA, 102.539 mA,  CHARGING,  CONNECTED,51,ST, 1333, 3.25 V, 1.56 mA,
36922, 31, 86486605433526, 8991450900625795643, 4.106 V, 45.41 uA, 468.750 mA,  CHARGING,  CONNECTED,51,ST, 1330, 3.24 V, 1.57 mA,
36921, 31, 86486605434133, 8991450900625795643, 4.173 V, 43.95 uA, 87.891 mA,  CHARGING,  CONNECTED,51,ST, 1332, 3.24 V, 1.52 mA,
36920, 31, 86486605432945, 8991450900625795643, 4.115 V, 45.41 uA, 292.969 mA,  CHARGING,  CONNECTED,51,ST, 1331, 3.25 V, 1.66 mA,
36919, 29, 86486605433646, 8991450900625795643, 4.088 V, 45.41 uA, 131.836 mA,  CHARGING,  CONNECTED,51,ST, 1329, 3.24 V, 1.51 mA,
36917, 31, 86486605432961, 8991450900625795643, 4.151 V, 48.34 uA, 146.484 mA,  CHARGING,  CONNECTED,51,ST, 1326, 3.24 V, 1.59 mA,
36916, 31, 86486605432673, 8991450900625795643, 4.116 V, 42.48 uA, 190.430 mA,  CHARGING,  CONNECTED,51,ST, 1325, 3.24 V, 1.68 mA,
36915, 31, 86486605389223, 8991450900625795643, 4.104 V, 48.34 uA, 175.781 mA,  CHARGING,  CONNECTED,51,ST, 1324, 3.24 V, 1.56 mA,
36914, 29, 86486605389149, 8991450900625795643, 4.102 V, 46.88 uA, 87.891 mA,  CHARGING,  CONNECTED,51,ST, 1323, 3.24 V, 1.63 mA,
36913, 31, 86486605389205, 8991450900625795643, 4.091 V, 36.62 uA, 117.188 mA,  CHARGING,  CONNECTED,51,ST, 1322, 3.25 V, 1.71 mA,
36912, 29, 86486605389723, 8991450900625795643, 4.147 V, 38.09 uA, 73.242 mA,  CHARGING,  CONNECTED,51,ST, 1321, 3.24 V, 1.73 mA,
36911, 31, 86486605389646, 8991450900625795643, 4.107 V, 46.88 uA, 131.836 mA,  CHARGING,  CONNECTED,51,ST, 1320, 3.24 V, 1.64 mA,
36910, 31, 86486605389785, 8991450900625795643, 4.083 V, 45.41 uA, 249.023 mA,  CHARGING,  CONNECTED,51,ST, 1319, 3.25 V, 1.55 mA,
36909, 31, 86486605389777, 8991450900625795643, 4.090 V, 43.95 uA, 454.102 mA,  CHARGING,  CONNECTED,51,ST, 1317, 3.24 V, 1.63 mA,
36908, 25, 86486605389087, 8991450900625795643, 4.138 V, 41.02 uA, 717.773 mA,  CHARGING,  CONNECTED,51,ST, 1316, 3.25 V, 1.56 mA,
36907, 31, 86486605389126, 8991450900625795643, 4.080 V, 46.88 uA, 87.891 mA,  CHARGING,  CONNECTED,51,ST, 1315, 3.25 V, 1.60 mA,
36906, 25, 86486605389917, 8991450900625795643, 4.075 V, 48.34 uA, 351.563 mA,  CHARGING,  CONNECTED,51,ST, 1314, 3.24 V, 1.65 mA,
36905, 31, 86486605389740, 8991450900625795643, 4.137 V, 46.88 uA, 117.188 mA,  CHARGING,  CONNECTED,51,ST, 1313, 3.24 V, 1.69 mA,
36918, 31, 86486605433853, 8991450900625795645, 4.113 V, 20.51 uA, 249.023 mA,  CHARGING,  CONNECTED,51,ST, 1327, 3.26 V, 1.63 mA,
36939, 29, 86486605433857, 8991450900625795645, 4.102 V, 48.34 uA, 234.375 mA,  CHARGING,  CONNECTED,51,ST, 1346, 3.24 V, 1.56 mA,
36935, 31, 86486605432836, 8991450900625795645, 4.093 V, 45.41 uA, 73.242 mA,  CHARGING,  CONNECTED,51,ST, 1345, 3.24 V, 1.69 mA,
36934, 31, 86486605433921, 8991450900625795645, 4.071 V, 46.88 uA, 146.484 mA,  CHARGING,  CONNECTED,51,ST, 1344, 3.25 V, 1.53 mA,
36933, 30, 86486605433928, 8991450900625795645, 4.131 V, 43.95 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 1343, 3.24 V, 1.63 mA,
36932, 31, 86486605433448, 8991450900625795645, 4.085 V, 43.95 uA, 73.242 mA,  CHARGING,  CONNECTED,51,ST, 1342, 3.24 V, 1.61 mA,
36931, 31, 86486605433810, 8991450900625795645, 4.119 V, 43.95 uA, 190.430 mA,  CHARGING,  CONNECTED,51,ST, 1341, 3.24 V, 1.69 mA,
36930, 30, 86486605433931, 8991450900625795645, 4.107 V, 43.95 uA, 205.078 mA,  CHARGING,  CONNECTED,51,ST, 1340, 3.25 V, 1.60 mA,
36929, 31, 86486605389105, 8991450900625795645, 4.104 V, 46.88 uA, 190.430 mA,  CHARGING,  CONNECTED,51,ST, 1339, 3.24 V, 1.75 mA,
36928, 31, 86486605389237, 8991450900625795645, 4.088 V, 45.41 uA, 366.211 mA,  CHARGING,  CONNECTED,51,ST, 1338, 3.24 V, 1.61 mA,
36927, 31, 86486605389151, 8991450900625795645, 4.148 V, 45.41 uA, 234.375 mA,  CHARGING,  CONNECTED,51,ST, 1337, 3.24 V, 1.68 mA,
36926, 31, 86486605389612, 8991450900625795645, 4.110 V, 43.95 uA, 102.539 mA,  CHARGING,  CONNECTED,51,ST, 1336, 3.24 V, 1.50 mA,
36925, 31, 86486605389384, 8991450900625795645, 4.110 V, 41.02 uA, 73.242 mA,  CHARGING,  CONNECTED,51,ST, 1335, 3.25 V, 1.64 mA,
36938, 31, 86486605434051, 8991450900625796307, 4.113 V, 20.51 uA, 175.781 mA,  CHARGING,  CONNECTED,51,ST, 1349, 3.25 V, 1.75 mA,
36937, 31, 86486605432965, 8991450900625796307, 4.125 V, 19.04 uA, 351.563 mA,  CHARGING,  CONNECTED,51,ST, 1348, 3.25 V, 1.56 mA,
36936, 31, 86486605433431, 8991450900625796307, 4.118 V, 7.32 uA, 263.672 mA,  CHARGING,  CONNECTED,51,ST, 1347, 3.25 V, 1.69 mA,
36946, 30, 86486605389202, 8991450900625795645, 4.097 V, 43.95 uA, 102.539 mA,  CHARGING,  CONNECTED,51,ST, 1356, 3.24 V, 1.52 mA,
36945, 24, 86486605389441, 8991450900625795645, 4.100 V, 52.73 uA, 336.914 mA,  CHARGING,  CONNECTED,51,ST, 1355, 3.24 V, 1.64 mA,
36943, 31, 86486605389295, 8991450900625795645, 4.080 V, 45.41 uA, 307.617 mA,  CHARGING,  CONNECTED,51,ST, 1353, 3.25 V, 1.56 mA,
36940, 29, 86486605432942, 8991450900625795645, 4.118 V, 43.95 uA, 102.539 mA,  CHARGING,  CONNECTED,51,ST, 1350, 3.25 V, 1.52 mA,
36944, 29, 86486605389637, 8991450900625796307, 4.099 V, 20.51 uA, 322.266 mA,  CHARGING,  CONNECTED,51,ST, 1354, 3.25 V, 1.51 mA,
36942, 31, 86486605389644, 8991450900625796307, 4.116 V, 20.51 uA, 175.781 mA,  CHARGING,  CONNECTED,51,ST, 1352, 3.25 V, 1.69 mA,
36941, 28, 86486605434355, 8991450900625796307, 4.131 V, 19.04 uA, 336.914 mA,  CHARGING,  CONNECTED,51,ST, 1351, 3.24 V, 1.67 mA,
36947, 31, 86486605389751, 8991450900625796307, 4.084 V, 42.48 uA, 424.805 mA,  CHARGING,  CONNECTED,51,ST, 1357, 3.25 V, 1.66 mA,
36978, 30, 86486605389299, 8991450900625795643, 4.090 V, 48.34 uA, 117.188 mA,  CHARGING,  CONNECTED,51,ST, 1388, 3.24 V, 1.53 mA,
36977, 31, 86486605389509, 8991450900625795643, 4.090 V, 43.95 uA, 351.563 mA,  CHARGING,  CONNECTED,51,ST, 1387, 3.24 V, 1.67 mA,
36976, 31, 86486605389645, 8991450900625795643, 4.072 V, 43.95 uA, 395.508 mA,  CHARGING,  CONNECTED,51,ST, 1386, 3.24 V, 1.58 mA,
36975, 31, 86486605389500, 8991450900625795643, 4.106 V, 45.41 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 1385, 3.25 V, 1.60 mA,
36974, 31, 86486605433911, 8991450900625795643, 4.099 V, 48.34 uA, 102.539 mA,  CHARGING,  CONNECTED,51,ST, 1384, 3.24 V, 1.57 mA,
36973, 30, 86486605433650, 8991450900625795643, 4.106 V, 46.88 uA, 292.969 mA,  CHARGING,  CONNECTED,51,ST, 1383, 3.24 V, 1.67 mA,
36972, 29, 86486605434045, 8991450900625795643, 4.096 V, 45.41 uA, 219.727 mA,  CHARGING,  CONNECTED,51,ST, 1382, 3.24 V, 1.73 mA,
36971, 30, 86486605433453, 8991450900625795643, 4.109 V, 43.95 uA, 131.836 mA,  CHARGING,  CONNECTED,51,ST, 1381, 3.24 V, 1.61 mA,
36970, 31, 86486605389669, 8991450900625795643, 4.122 V, 45.41 uA, 175.781 mA,  CHARGING,  CONNECTED,51,ST, 1380, 3.25 V, 1.66 mA,
36969, 29, 86486605389784, 8991450900625795643, 4.122 V, 46.88 uA, 175.781 mA,  CHARGING,  CONNECTED,51,ST, 1379, 3.24 V, 1.65 mA,
36968, 31, 86486605389469, 8991450900625795643, 4.131 V, 46.88 uA, 146.484 mA,  CHARGING,  CONNECTED,51,ST, 1378, 3.24 V, 1.76 mA,
36967, 28, 86486605389447, 8991450900625795643, 4.110 V, 43.95 uA, 336.914 mA,  CHARGING,  CONNECTED,51,ST, 1377, 3.25 V, 1.69 mA,
36966, 31, 86486605434117, 8991450900625795643, 4.122 V, 45.41 uA, 117.188 mA,  CHARGING,  CONNECTED,51,ST, 1376, 3.24 V, 1.66 mA,
36965, 31, 86486605389430, 8991450900625795643, 4.104 V, 45.41 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 1375, 3.24 V, 1.57 mA,
