CustomerName,LasPayRecieved,LasBilRaise,CreditBalance,TotHWbill,TotSWbill,LasHW_bildate,avgBillamt,avgBillTout,avgBill:Tout,Totdebitamt,debitTout,TotDebit:debTout,CrntDebitamt,CrntTout,CrntDebitamt:CrntTout,debitFreq,creditFreq,dbtfreq:crdtfreq
SAMARPAN EDUCATION AND CHARITABLE TRUST,26000.00,21311.00,624.0,18585.0,23789.0,4/22/2021,21187,624.0,34:1,42374.0,624.0,68:1,42374.0,624.0,68:1,quaterly,Monthly,quaterly:Monthly
Samay Shatabdi Travels Pvt Ltd,6962.00,6962.00,0,6962.0,6962.0,4/26/2021,0,0,0,0,0,0,0,0,0,,,
SAMVARTHIKA TRANSPORT IOCL 11020550,,,0,0,1085.52,,0,0,0,0,0,0,-1085.52,0,0,,,
Sanadi Tourism 17406,3481.00,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
Sana Samrth Travels19864,,,0,0,3481.0,,0,0,0,0,0,0,-3481.0,0,0,,,
SANGAMITHRAA TRANSPORT(SHANKAR BULK MOVERS),,,0,0,20474.36,,0,0,0,0,0,0,-20474.36,0,0,,,
Sangli Miraj Kupwad Municipal Corporation,,,0,0,39800.0,,0,0,0,0,0,0,-39800.0,0,0,,,
Sangli  Municipal Corporation,,,0,0,199175.0,,0,0,0,0,0,0,-199175.0,0,0,,,
SANJAY M SHIRODKAR TRANSLINE,,,0,0,4130.0,,0,0,0,0,0,0,-4130.0,0,0,,,
Sanjay Roadlines,14722.00,2390.00,0,36344.0,40504.0,7/15/2021,25616,0,0,0,0,0,0,0,0,quaterly,Monthly,quaterly:Monthly
Saphire Voyages Pvt Ltd,10739.00,472.00,14173.56,0,26738.559999999998,,2729,12003,1:4,26738.56,14173.56,2:1,24568.0,14173.56,2:1,Monthly,,
SARANG CHANDRAKANT DESAI,4130.00,,2360.0,0,8260.0,,590,1180,1:2,8260.0,2360.0,4:1,7080.0,2360.0,3:1,Monthly,yearly,Monthly:yearly
Sarathi Tours And Travels,,590.00,590.0,0,590.0,,0,590.0,0,590.0,590.0,1:1,590.0,590.0,1:1,,,
SASI PANDIYAN TRANSPORT IOCL 11037590,,,0,0,544.84,,0,0,0,0,0,0,-544.84,0,0,,,
SASTIKA TRANSPORT HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
SATHISH TRANSPORT IOCL 11005908,,,0,0,4902.42,,0,0,0,0,0,0,-4902.42,0,0,,,
SATHIYA ROADWAYS HPCL,1830.00,1830.00,0,0,3660.0,,0,0,0,0,0,0,0,0,0,,,
Satyam Cargo Movers,22302.00,29736.00,34265.0,0,115685.0,,26019,-29382,-1:1,115685.0,34265.0,3:1,52038.0,34265.0,2:1,quaterly,quaterly,quaterly:quaterly
SBS Tours and Travels,944.00,,944.0,0,30562.0,,944,-18290,0:1,30562.0,944.0,32:1,11328.0,944.0,12:1,Monthly,halfyearly,Monthly:halfyearly
Sbt Tours and Travels.OLD,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
S B T Transport(Byreshwara),49000.00,2164.00,40397.0,7080.0,82317.0,8/11/2021,4622,-39756,0:1,89397.0,40397.0,2:1,9244.0,40397.0,1:4,quaterly,,
SCS TRANSPORTS IOCL 11026793,,,0,0,1094.68,,0,0,0,0,0,0,-1094.68,0,0,,,
SDLT TRANSPORT HPCL,1830.00,1830.00,0,0,3660.0,,1830,0,0,0,0,0,0,0,0,quaterly,halfyearly,quaterly:halfyearly
SDLT TRANSPORTS IOCL 11004700,,,0,0,2402.42,,0,0,0,0,0,0,-2402.42,0,0,,,
SDS Transport17099,,3481.00,3481.0,3481.0,0,4/17/2021,0,3481.0,0,3481.0,3481.0,1:1,3481.0,3481.0,1:1,,,
SEENUVASAN TRICHY,,,0,0,1159.0,,0,0,0,0,0,0,-1159.0,0,0,,,
SEETHA RAMAN ROADWAYS IOCL 11004767,,,0,0,525.42,,0,0,0,0,0,0,-525.42,0,0,,,
Sehes Travels,,,6785.0,0,6785.0,,295,3540,1:12,6785.0,6785.0,1:1,3540.0,6785.0,1:2,Monthly,,
Select Cabs People Logistics Pvt Ltd,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
SELLAPPAA TRANSPORT HPCL,1830.00,1830.00,0,0,3660.0,,1830,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
SELLAPPAA TRANSPORT IOCL 11004771,,,0,0,1090.7,,0,0,0,0,0,0,-1090.7,0,0,,,
SELVAKUMAR N (SREE ANUMITHAA GAS CARRIERS),,,0,0,6347.36,,0,0,0,0,0,0,-6347.36,0,0,,,
SELVI TRANSPORT IOCL 11032153,,,0,0,546.84,,0,0,0,0,0,0,-546.84,0,0,,,
SEMPARUTHI BULK CARRIER(Mahadevan) 11020553,,,0,0,5124.84,,0,0,0,0,0,0,-5124.84,0,0,,,
Senthilkumar.M HPCL,1830.00,1830.00,0,0,3660.0,,1830,0,0,0,0,0,0,0,0,halfyearly,quaterly,halfyearly:quaterly
SENTHUR CARRIER IOCL 11032609,,,0,0,546.68,,0,0,0,0,0,0,-546.68,0,0,,,
Seohara Gas Service,,,6288.0,0,6288.0,,0,3144,0,6288.0,6288.0,1:1,3144.0,6288.0,1:2,,,
Serve Smart Services Pvt Ltd,3540.00,3540.00,0,7080.0,0,8/30/2021,3540,0,0,0,0,0,0,0,0,Monthly,quaterly,Monthly:quaterly
SHAAM TRADING COMPANY,3363.00,2301.00,0,0,9735.0,,0,0,0,0,0,0,-6372.0,0,0,,halfyearly,
Shabari Tours and Travels Llp,,,0,0,63884.0,,0,0,0,0,0,0,-63884.0,0,0,,,
Shahabad Gas Service(NCR),,,0,0,2009.0,,0,0,0,0,0,0,-2009.0,0,0,,,
Shaheed Amreshpal Gas Agency,,,3092.0,0,4638.0,,0,0,0,4638.0,3092.0,2:1,1546.0,3092.0,1:2,,,
SHAKTHI MURUGAN HPCL,2440.00,2440.00,0,0,4270.0,,2135,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
Shankara Tours and Travels20650,,,0,0,13924.0,,0,0,0,0,0,0,-13924.0,0,0,,,
Shankar Travels20580,,,0,0,10443.0,,0,0,0,0,0,0,-10443.0,0,0,,,
SHANMUGHA ROADWAYS HPCL,4270.00,4270.00,0,0,4270.0,,0,0,0,0,0,0,0,0,0,,,
SHANMUGHA ROADWAYS IOCL 11020556,,,0,0,549.68,,0,0,0,0,0,0,-549.68,0,0,,,
Shantanu Travels,,3481.00,3481.0,3481.0,0,3/18/2022,0,3481.0,0,3481.0,3481.0,1:1,3481.0,3481.0,1:1,,,
Shanti Deluxe,,3481.00,3481.0,3481.0,0,8/2/2021,0,3481.0,0,3481.0,3481.0,1:1,3481.0,3481.0,1:1,,,
Shanumuga Travels21655,,6962.00,6962.0,6962.0,0,9/27/2021,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
Sharief Travels23320,,6962.00,13924.0,13924.0,0,3/8/2022,6962,13924.0,1:2,13924.0,13924.0,1:1,13924.0,13924.0,1:1,quaterly,,
Sharma Touriest23321,,6962.00,6962.0,6962.0,0,2/15/2022,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
Shashi Prakas Tour & Travels,,3009.00,3009.0,3009.0,3009.0,3/31/2022,0,3009.0,0,3009.0,3009.0,1:1,3009.0,3009.0,1:1,,,
Shatabdi Travels 10770,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
Shefali SKS Travels21580,,3481.00,3481.0,3481.0,0,4/6/2021,0,3481.0,0,3481.0,3481.0,1:1,3481.0,3481.0,1:1,,,
Shefali Travels,3500.00,3481.00,0,3481.0,0,9/24/2021,0,0,0,0,0,0,0,0,0,,,
SHEFALI TRAVELS KOLHAPUR 20663,3500.00,4130.00,4130.0,7630.0,0,1/8/2022,3815,4130.0,1:1,7630.0,4130.0,2:1,7630.0,4130.0,2:1,quaterly,,
SHELL ENERGY INDIA PVT LTD,15795.00,15930.00,4948.0,313526.0,56716.0,12/7/2021,61707,4948.0,12:1,370242.0,4948.0,75:1,370242.0,4948.0,75:1,halfyearly,halfyearly,halfyearly:halfyearly
Shell India markets Pvt Ltd,149779.76,153400.00,3619.24,0,153400.0,,0,3619.24,0,153400.0,3619.24,42:1,153400.0,3619.24,42:1,,,
Shibham India Travels21464,,3481.00,3481.0,3481.0,0,9/28/2021,0,3481.0,0,3481.0,3481.0,1:1,3481.0,3481.0,1:1,,,
SHIVAA VISHNU TRANSPORTS IOCL 11004784,,,0,0,5409.68,,0,0,0,0,0,0,-5409.68,0,0,,,
Shivam Travels,,,0,0,6962.0,,0,0,0,0,0,0,-6962.0,0,0,,,
Shiva Transport Company,,,0,0,13911.0,,0,0,0,0,0,0,-13911.0,0,0,,,
Shiv Express Travels,3500.00,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
Shiv Ganesh Travels 21930,3500.00,3500.00,0,3500.0,0,11/27/2021,0,0,0,0,0,0,0,0,0,,,
Shiv Gouri21152,,10443.00,13924.0,13924.0,0,3/7/2022,6962,13924.0,1:2,13924.0,13924.0,1:1,13924.0,13924.0,1:1,halfyearly,,
Shiv Mahima Travels,3500.00,3481.00,0,3481.0,3481.0,2/3/2022,0,0,0,0,0,0,0,0,0,,,
Shiv Shakti20116,,6962.00,13924.0,13924.0,0,3/14/2022,6962,13924.0,1:2,13924.0,13924.0,1:1,13924.0,13924.0,1:1,yearly,,
Shree Balaji Tour & Travels,6800.00,6844.00,44.0,6844.0,6844.0,3/22/2022,0,44.0,0,6844.0,44.0,156:1,6844.0,44.0,156:1,,,
Shree Darshan Gas Service,,,0,0,1543.0,,0,0,0,0,0,0,-1543.0,0,0,,,
Shree Ganesh Print,,,17970.0,0,17970.0,,0,8114,0,17970.0,17970.0,1:1,8114.0,17970.0,1:2,,,
Shreeji Travels Morbi,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
SHREE KRISHNA VARUN TRAVES,,,0,0,148.0,,0,0,0,0,0,0,-148.0,0,0,,,
SHREE MARUTHI  TRANSPORTS HPCL,1830.00,1830.00,0,0,3660.0,,1830,0,0,0,0,0,0,0,0,halfyearly,quaterly,halfyearly:quaterly
SHREENATHJI UDAIPUR TOLLWAY PRIVATE LIMITED,3221.00,4602.00,3221.0,33748.0,33591.0,4/19/2021,6733,3221.0,2:1,67339.0,3221.0,21:1,67339.0,3221.0,21:1,quaterly,quaterly,quaterly:quaterly
SHREE PADMAVATI ENTERPRISE,2000.00,5310.00,21267.0,5310.0,27612.0,1/3/2022,10974,21267.0,1:2,32922.0,21267.0,2:1,32922.0,21267.0,2:1,Monthly,quaterly,Monthly:quaterly
Shreeraj Travels,,,0,0,13924.0,,0,0,0,0,0,0,-13924.0,0,0,,,
SHREE RENUKA SUGARS LTD,,8924.00,20259.0,0,20259.0,,0,8924,0,20259.0,20259.0,1:1,8924.0,20259.0,1:2,,,
Shree Sai Car Care and Travels,1770.00,,10940.0,0,12710.0,,0,-1770,0,12710.0,10940.0,1:1,0.0,10940.0,0,,,
Shree Siddhi Vinayak Travels 07,,3481.00,3481.0,3481.0,3481.0,9/30/2021,0,3481.0,0,3481.0,3481.0,1:1,3481.0,3481.0,1:1,,,
SHREE SRINIVASA TRANSPORT HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
SHRI AMMAN BULK MOVERS IOCL 11032324,,,0,0,2402.42,,0,0,0,0,0,0,-2402.42,0,0,,,
SHRI BALAJI TRANSPORTS IOCL 11020567,,,0,0,12941.52,,0,0,0,0,0,0,-12941.52,0,0,,,
Shri Krishna Bus Service,6000.00,6018.00,27.0,9027.0,9027.0,11/30/2021,4513,27.0,167:1,9027.0,27.0,334:1,9027.0,27.0,334:1,quaterly,quaterly,quaterly:quaterly
Shri Krishna Travels & Cargo Services,,5999.00,5999.0,5999.0,5999.0,3/19/2022,0,5999.0,0,5999.0,5999.0,1:1,5999.0,5999.0,1:1,,,
SHRI PALANI MURUGAN HPCL,2100.00,,0,0,2100.0,,0,0,0,0,0,0,-2100.0,0,0,,,
SHRI SAI BULK CARRIER HPCL,2135.00,2135.00,0,0,3965.0,,1982,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
Shri Siddhi Kumar Infrastructure Pvt Ltd,23364.00,2124.00,0,0,23364.0,,0,0,0,0,0,0,0,0,0,,,
Shubh Yatri Holidays 17020,3500.00,3481.00,0,3481.0,3481.0,3/28/2022,0,0,0,0,0,0,0,0,0,,,
Shukoor,,,0,0,5989.0,,0,0,0,0,0,0,-5989.0,0,0,,,
SHV ENERGY PRIVATE LIMITED,609.00,15812.00,0,0,833726.0,,59358,0,0,0,0,0,-180785.0,0,0,Monthly,quaterly,Monthly:quaterly
SHV ENERGY PRIVATE LIMITED 24,7632.00,4248.00,156.0,3540.0,4248.0,12/31/2021,3894,156.0,25:1,7788.0,156.0,50:1,7788.0,156.0,50:1,quaterly,,
SICAL Logistics Ltd,,,0,0,56543.0,,0,0,0,0,0,0,-56543.0,0,0,,,
SICGILSOL India Pvt LtD,30450.00,30975.00,2100.0,0,123900.0,,30975,2100.0,15:1,123900.0,2100.0,59:1,123900.0,2100.0,59:1,quaterly,quaterly,quaterly:quaterly
SIDDARATH TRANSPORT HPCL,7320.00,7320.00,0,0,7320.0,,0,0,0,0,0,0,0,0,0,,,
Silicon Valley Grape Winery Pvt Ltd,4002.00,,16131.0,0,65914.0,,4189,485,9:1,65914.0,16131.0,4:1,50268.0,16131.0,3:1,Monthly,quaterly,Monthly:quaterly
Sindh Radhe Travels,,,0,0,0,12/30/2021,0,0,0,0,0,0,0,0,0,,,
SINGUSOLUTIONS,18644.00,708.00,32957.0,61596.0,73845.0,10/7/2021,14278,26018,1:2,135441.0,32957.0,4:1,128502.0,32957.0,4:1,Monthly,Monthly,Monthly:Monthly
Siri Tours And Travels,,,0,13924.0,0,12/30/2021,0,0,0,0,0,0,0,0,0,,,
Sivamani Roadways HPCL,4000.00,,0,0,4000.0,,0,0,0,0,0,0,-4000.0,0,0,,,
SIVAMANI ROADWAYS IOCL 11032012,,,0,0,4549.84,,0,0,0,0,0,0,-4549.84,0,0,,,
SIVASAKTHI TOTAL GAZ DISTRIBUTORS,743.00,743.00,0,0,1486.0,,0,0,0,0,0,0,-743.0,0,0,,quaterly,
SIVASAKTHI TRANSPORT IOCL 11037508,,,0,0,1962.84,,0,0,0,0,0,0,-1962.84,0,0,,,
S J MOVERS HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
S. KAVITHA HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
SKM TRANSPORTS IOCL,,,0,0,1802.0,,0,0,0,0,0,0,-1802.0,0,0,,,
SKMV TRANSPORT IOCL 11037591,,,0,0,546.68,,0,0,0,0,0,0,-546.68,0,0,,,
SKT BULK SERVICE HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
S K TRANSPORT IOCL 11004703,,,0,0,2809.26,,0,0,0,0,0,0,-2809.26,0,0,,,
S K TRANSPORTS IOCL 11020515,,,0,0,14809.64,,0,0,0,0,0,0,-14809.64,0,0,,,
SLV JPT Tours And Travels,,,0,0,6962.0,4/8/2021,0,0,0,0,0,0,-6962.0,0,0,,,
S M LORRY SERVICE IOCL 11037606,,,0,0,546.34,,0,0,0,0,0,0,-546.34,0,0,,,
SMRTI ACADEMY PVT LTD,30208.00,19824.00,0,9204.0,21004.0,2/16/2022,0,0,0,0,0,0,0,0,0,,,
SM TRANSPORT HPCL,3660.00,3660.00,0,0,3660.0,,0,0,0,0,0,0,0,0,0,,,
SM TRANSPORTS,,,0,0,2100.0,,0,0,0,0,0,0,-2100.0,0,0,,,
SOL INDIA PRIVATE LIMITED,85000.00,15045.00,255.0,70210.0,15045.0,12/9/2021,0,255.0,0,85255.0,255.0,334:1,85255.0,255.0,334:1,,,
Someshwara Travels,,6962.00,6962.0,6962.0,0,4/6/2021,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
Sonar Tori22331,,,630.0,4130.0,0,12/30/2021,0,630.0,0,4130.0,630.0,7:1,4130.0,630.0,7:1,,,
Sonar Tori22341,,,630.0,4130.0,0,12/30/2021,0,630.0,0,4130.0,630.0,7:1,4130.0,630.0,7:1,,,
Sowmya Travels New,,,0,0,566.0,,0,0,0,0,0,0,-566.0,0,0,,,
SPARKYO TECHNOLOGY PVT LTD,144550.00,57820.00,0,413000.0,0,11/9/2021,206500,0,0,0,0,0,0,0,0,Monthly,Monthly,Monthly:Monthly
Spearhead Technologies,31860.00,74340.00,205061.0,96406.0,145589.0,3/17/2022,59761,202111,1:3,241995.0,205061.0,1:1,239045.0,205061.0,1:1,yearly,quaterly,yearly:quaterly
SP Jammu Udhampur Highway Limited,,21240.00,21240.0,0,21240.0,,0,21240.0,0,21240.0,21240.0,1:1,21240.0,21240.0,1:1,,,
SPMM TRANSPORT HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
SPMM TRANSPORTS IOCL 10102251,,,0,0,4464.84,,0,0,0,0,0,0,-4464.84,0,0,,,
SP MOHANAND COMPANY IOCL 11004717,,,0,0,38708.04,,0,0,0,0,0,0,-38708.04,0,0,,,
S P M TRANSPORT HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
S P MUKILAN TRANSPORT HPCL,1830.00,1830.00,0,0,3660.0,,1830,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
S P S BULK CARRIERS HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
S P S ROAD WAYS IOCL 11032267,,,0,0,1086.0,,0,0,0,0,0,0,-1086.0,0,0,,,
SRD Logistics Pvt Ltd,,,0,0,10430.0,,0,0,0,0,0,0,-10430.0,0,0,,,
SREE AGENCIES,1487.00,1487.00,0,0,2974.0,,0,0,0,0,0,0,-1487.0,0,0,,quaterly,
Sree Amman Transport HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
SREE BALAMURGAN TRANSPORT HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
SREE DEEPAK TRANSPORT,,7080.00,8850.0,7080.0,1770.0,8/27/2021,2212,8850.0,1:4,8850.0,8850.0,1:1,8850.0,8850.0,1:1,quaterly,,
SREE GOMATHI TRANSPORT IOCL 11026815,,,0,0,545.84,,0,0,0,0,0,0,-545.84,0,0,,,
Sree Ram Liners,,,0,0,6962.0,,0,0,0,0,0,0,-6962.0,0,0,,,
SREE SREE MANJUNATHA CABS,20000.00,,7181.0,0,27181.0,,0,-20000,0,27181.0,7181.0,4:1,0.0,7181.0,0,,,
SRE MAHALAKSHMI BULK CARRIERS IOCL 11020598,,,0,0,1047.26,,0,0,0,0,0,0,-1047.26,0,0,,,
SRE RAMANA TRANSPORT HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
SRE RAMANA TRANSPORT IOCL 11026843,,,0,0,546.84,,0,0,0,0,0,0,-546.84,0,0,,,
SRI ALAGAPPA BULK CARRIERS HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
SRI AMMAN BULK LPG CARRIERS IOCL 11020582,,,0,0,482.42,,0,0,0,0,0,0,-482.42,0,0,,,
SRI AMMAYAPPAR TRANSPORTS IOCL 11004825,,,0,0,1175.04,,0,0,0,0,0,0,-1175.04,0,0,,,
SRI ANNAMALAI ROAD CARRIERS HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
SRI ANURUDHRA TRANSPORTS IOCL 11037558,,,0,0,549.84,,0,0,0,0,0,0,-549.84,0,0,,,
SRI BALAJI LOGISTICS IOCL 11032443,,,0,0,755.0,,0,0,0,0,0,0,-755.0,0,0,,,
SRI BALAJI ROADLINES HPCL,1830.00,1830.00,0,0,3660.0,,1830,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
Sri Balaji Transports,38024.00,6254.00,18762.0,0,97310.0,,6983,5254,1:1,97310.0,18762.0,5:1,83802.0,18762.0,4:1,Monthly,quaterly,Monthly:quaterly
Sri Balaji Travels19426,,10443.00,10443.0,10443.0,0,12/6/2021,0,10443.0,0,10443.0,10443.0,1:1,10443.0,10443.0,1:1,,,
SRI BHAGAVATHI BULK CARRIER IOCL 11020585,,,0,0,802.42,,0,0,0,0,0,0,-802.42,0,0,,,
SRI CHAKRA TOTAL GAZ DISTRIBUTORS,,,0,0,743.0,,0,0,0,0,0,0,-743.0,0,0,,,
Sri Durgamba Travels,,6962.00,10443.0,6962.0,3481.0,6/30/2021,0,6962,0,10443.0,10443.0,1:1,6962.0,10443.0,1:2,,,
Sri Gajapathy Travels16690,,,0,0,20810.0,,0,0,0,0,0,0,-20810.0,0,0,,,
SRI GANESH TRANSLINKS HPCL,2135.00,2135.00,0,0,3660.0,,1830,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
Sri Giri Travels,,,0,0,150231.25,,0,0,0,0,0,0,-150231.25,0,0,,,
SRI JAYALAKSHMI TRANSPORT HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
Sri Jothi Lakshmi Travels,,,0,6962.0,0,12/30/2021,0,0,0,0,0,0,0,0,0,,,
SRI JOTHIMURUGAN ROADWAYS IOCL 10102533,,,0,0,546.84,,0,0,0,0,0,0,-546.84,0,0,,,
SRI KARIYAKALIAMMAN TRANSPORTS HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
SRI KARTHICK TRANSPORTS IOCL 11009257,,,0,0,785.0,,0,0,0,0,0,0,-785.0,0,0,,,
SRI KRISHNAA TRADERS,,,0,0,3540.0,,0,0,0,0,0,0,-3540.0,0,0,,,
Sri Krishna Tour and Travels21730,,6962.00,6962.0,6962.0,0,12/27/2021,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
Sri Krishna Tours And Travels,6962.00,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
SRI KRISHNA TRANSPORTS 11009258 IOCL,,,0,0,1276.1,,0,0,0,0,0,0,-1276.1,0,0,,,
SRI KRISHNA TRANSPORTS HPCL,1830.00,1830.00,0,0,3660.0,,1830,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
SRI KUMARAN TOTALGAZ DISTRIBUTORS,743.00,,0,0,743.0,,0,0,0,0,0,0,-743.0,0,0,,,
SRI LAKSHMI TRANSPORT HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
Sri Lakshmi Travels,,22090.00,22090.0,22090.0,0,10/28/2021,0,22090.0,0,22090.0,22090.0,1:1,22090.0,22090.0,1:1,,,
SRI LAKSHMI TRAVELS 33,42480.00,3398.00,0,12272.0,30018.0,2/24/2022,10572,0,0,0,0,0,0,0,0,Monthly,,
SRI MAHALAKSHMI TRANSPORT HPCL,1830.00,1830.00,0,0,3660.0,,1830,0,0,0,0,0,0,0,0,halfyearly,quaterly,halfyearly:quaterly
SRI MOOKAMBIGAI TRANSPORTS HPCL,1525.00,3660.00,0,0,3660.0,,0,0,0,0,0,0,0,0,0,,Monthly,
SRI MOOKAMBIGAI TRANSPORTS IOCL 11004886,,,0,0,544.84,,0,0,0,0,0,0,-544.84,0,0,,,
SRI MURUGAN BULK CARRIERS IOCL 10102554,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
SRI MURUGAN TRANSPORTS HPCL,1830.00,,0,0,2100.0,12/10/2021,0,0,0,0,0,0,-2100.0,0,0,,,
Sri Nidhi Travels,11000.00,25488.00,57380.0,0,74380.0,,0,33976,0,74380.0,57380.0,1:1,50976.0,57380.0,1:1,,halfyearly,
SRI PALANIAPPA ROAD WAYS IOCL 10102563,,,0,0,1037.26,,0,0,0,0,0,0,-1037.26,0,0,,,
SRI PALANI MURUGAN ROADWAYS IOCL 11004895,,,0,0,1137.2,,0,0,0,0,0,0,-1137.2,0,0,,,
SRI PONKALIYAMMAN TRANSPORT HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
Sriramjee Benz18307,,,0,0,6890.0,,0,0,0,0,0,0,-6890.0,0,0,,,
SRI RAM TOUR AND TRAVELS,20000.00,,16624.0,0,36624.0,,0,16264,0,36624.0,16624.0,2:1,36264.0,16624.0,2:1,,,
SRI SAI BABA TRANSPORT IOCL 11037678,,,0,0,14962.84,,0,0,0,0,0,0,-14962.84,0,0,,,
SRI SAI INDUSTRIES,13865.00,8496.00,0,8260.0,9086.0,10/19/2021,0,0,0,0,0,0,0,0,0,,halfyearly,
SRI SANGAVI PIRIYA BULK CARRIER HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
SRI SARAVANA BALAJI TRANSPORT ERODE IOCL 11032386,,,0,0,3494.26,,0,0,0,0,0,0,-3494.26,0,0,,,
SRI SELLAM TRANSPORTS IOCL 11004918,,,0,0,8591.26,,0,0,0,0,0,0,-8591.26,0,0,,,
SRI SELVAA TPTS HPCL,,,0,0,2100.0,,0,0,0,0,0,0,-2100.0,0,0,,,
SRI SHARNITHA TRANSPORT HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
Sri Tamilmani Transports HPCL,1830.00,1830.00,0,0,3660.0,,1830,0,0,0,0,0,0,0,0,halfyearly,quaterly,halfyearly:quaterly
SRI TRANSPORTS IOCL 11004931,,,0,0,2562.42,,0,0,0,0,0,0,-2562.42,0,0,,,
SRI VARU ENTERPRISES,5546.00,236.00,0,2714.0,944.0,10/29/2021,731,0,0,0,0,0,0,0,0,Monthly,,
SRIVARU TRANSPORT,,236.00,32486.0,0,32486.0,,0,236,0,32486.0,32486.0,1:1,236.0,32486.0,1:138,,,
SRIVARU TRANSPORT LP,,,0,0,7788.0,,0,0,0,0,0,0,-7788.0,0,0,,,
Sri Vee Gee Travels,,,0,0,3481.0,,0,0,0,0,0,0,-3481.0,0,0,,,
SRI VEERAKKUMARAN TRANSPORT IOCL 11032521,,,0,0,2462.42,,0,0,0,0,0,0,-2462.42,0,0,,,
SRI VEERAKKUMAR ROAD LINES IOCL 11020624,,,0,0,1631.2,,0,0,0,0,0,0,-1631.2,0,0,,,
SRI VEE RAMATHIAMMAN TRANSPORTS IOCL 11032113,,,0,0,46579.68,,0,0,0,0,0,0,-46579.68,0,0,,,
Sri Velan Transports,74485.00,41300.00,136772.0,0,609645.0,,40640,14809,3:1,609645.0,136772.0,4:1,487682.0,136772.0,4:1,Monthly,quaterly,Monthly:quaterly
SRI VENKATESA TRANSPORT(Veerappan) 11026874,,,0,0,1755.52,,0,0,0,0,0,0,-1755.52,0,0,,,
SRI VENKATESHWARA TOTAL GAZ DISTRIBUTORS,,,0,0,743.0,,0,0,0,0,0,0,-743.0,0,0,,,
SRI VENKATESWARA SERVICE,50000.00,74765.00,40.0,80995.0,74765.0,10/9/2021,77880,40.0,1947:1,155760.0,40.0,3894:1,155760.0,40.0,3894:1,Monthly,,
Sri Vishnu Travels,,4531.00,9440.0,4909.0,4531.0,11/5/2021,4720,9440.0,1:2,9440.0,9440.0,1:1,9440.0,9440.0,1:1,Monthly,,
Sriya Farms,43098.00,,1555.0,0,44653.0,,0,0,0,44653.0,1555.0,29:1,43098.0,1555.0,28:1,,,
SRM Transport HPCL,1830.00,3660.00,0,0,7320.0,,2440,0,0,0,0,0,0,0,0,quaterly,Monthly,quaterly:Monthly
